s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0080550E+000, 1.5932528E-001, 1.5932528E-001, 1.0000000E+000
 2.0046814E+000, 7.4289830E-002, 7.4289830E-002, 1.0000000E+000
 3.0080634E+000, 4.8041621E-002, 4.8041621E-002, 1.0000000E+000
 4.0025623E+000, 3.4708558E-002, 3.4708558E-002, 1.0000000E+000
 5.0076341E+000, 2.8537841E-002, 2.8537841E-002, 1.0000000E+000
 6.0032021E+000, 2.6301666E-002, 2.6301666E-002, 1.0000000E+000
 7.0034573E+000, 3.2286465E-002, 3.2286465E-002, 1.0000000E+000
 8.0069378E+000, 3.6757680E-002, 3.6757680E-002, 1.0000000E+000
 9.0027478E+000, 2.9331220E-002, 2.9331220E-002, 1.0000000E+000
 1.0001787E+001, 2.6591074E-002, 2.6591074E-002, 1.0000000E+000
 1.1000454E+001, 2.5584735E-002, 2.5584735E-002, 1.0000000E+000
 1.2001891E+001, 2.5214267E-002, 2.5214267E-002, 1.0000000E+000
 1.3001834E+001, 3.1512066E-002, 3.1512066E-002, 1.0000000E+000
 1.4006253E+001, 5.4350083E-002, 5.4350083E-002, 1.0000000E+000
 1.5000481E+001, 5.6612853E-002, 5.6612853E-002, 1.0000000E+000
 1.6000852E+001, 5.8127371E-002, 5.8127371E-002, 1.0000000E+000
 1.7005070E+001, 4.5169892E-002, 4.5169892E-002, 1.0000000E+000
 1.8002150E+001, 5.2782457E-002, 5.2782457E-002, 1.0000000E+000
 1.9001825E+001, 7.1725699E-002, 7.1725699E-002, 1.0000000E+000
 2.0003586E+001, 7.3801035E-002, 7.3801035E-002, 1.0000000E+000
 2.1003686E+001, 7.4560218E-002, 7.4560218E-002, 1.0000000E+000
 2.2000170E+001, 7.4838141E-002, 7.4838141E-002, 1.0000000E+000
 2.3000400E+001, 7.4940646E-002, 7.4940646E-002, 1.0000000E+000
 2.4002583E+001, 7.4978274E-002, 7.4978274E-002, 1.0000000E+000
 2.5003800E+001, 7.4992038E-002, 7.4992038E-002, 1.0000000E+000
 2.6004009E+001, 7.4997080E-002, 7.4997080E-002, 1.0000000E+000
 2.7003513E+001, 8.1265370E-002, 8.1265370E-002, 1.0000000E+000
 2.8002130E+001, 7.7301725E-002, 7.7301725E-002, 1.0000000E+000
 2.9004076E+001, 7.5842753E-002, 7.5842753E-002, 1.0000000E+000
 3.0004514E+001, 7.5308988E-002, 7.5308988E-002, 1.0000000E+000
 3.1005203E+001, 7.7638978E-002, 7.7638978E-002, 1.0000000E+000
