s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0160306E+000, 9.7195543E-002, 9.7195543E-002, 1.0000000E+000
 2.0086680E+000, 5.1430532E-002, 5.1430532E-002, 1.0000000E+000
 3.0028354E+000, 3.4684087E-002, 3.4684087E-002, 1.0000000E+000
 4.0066046E+000, 2.8519092E-002, 2.8519092E-002, 1.0000000E+000
 5.0052236E+000, 2.6286938E-002, 2.6286938E-002, 1.0000000E+000
 6.0084053E+000, 2.5468611E-002, 2.5468611E-002, 1.0000000E+000
 7.0089928E+000, 2.6118553E-002, 2.6118553E-002, 1.0000000E+000
 8.0082879E+000, 5.7100175E-002, 5.7100175E-002, 1.0000000E+000
 9.0002652E+000, 5.2635844E-002, 5.2635844E-002, 1.0000000E+000
 1.0006645E+001, 3.9965051E-002, 3.9965051E-002, 1.0000000E+000
 1.1000422E+001, 3.8562661E-002, 3.8562661E-002, 1.0000000E+000
 1.2002638E+001, 6.1677205E-002, 6.1677205E-002, 1.0000000E+000
 1.3002000E+001, 7.0111695E-002, 7.0111695E-002, 1.0000000E+000
 1.4002692E+001, 7.3209287E-002, 7.3209287E-002, 1.0000000E+000
 1.5004112E+001, 8.4192330E-002, 8.4192330E-002, 1.0000000E+000
 1.6001821E+001, 1.0999852E-001, 1.0999852E-001, 1.0000000E+000
 1.7002580E+001, 1.2010505E-001, 1.2010505E-001, 1.0000000E+000
 1.8004899E+001, 1.5490652E-001, 1.5490652E-001, 1.0000000E+000
 1.9001770E+001, 1.6760830E-001, 1.6760830E-001, 1.0000000E+000
 2.0005288E+001, 2.0080630E-001, 2.0080630E-001, 1.0000000E+000
 2.1001726E+001, 2.1609482E-001, 2.1609482E-001, 1.0000000E+000
 2.2002921E+001, 2.2599894E-001, 2.2599894E-001, 1.0000000E+000
 2.3004196E+001, 2.5704851E-001, 2.5704851E-001, 1.0000000E+000
 2.4005513E+001, 2.7575761E-001, 2.7575761E-001, 1.0000000E+000
 2.5004329E+001, 3.0848470E-001, 3.0848470E-001, 1.0000000E+000
 2.6006023E+001, 3.1895428E-001, 3.1895428E-001, 1.0000000E+000
 2.7000257E+001, 3.4902242E-001, 3.4902242E-001, 1.0000000E+000
 2.8006606E+001, 3.6566546E-001, 3.6566546E-001, 1.0000000E+000
 2.9000864E+001, 3.9315633E-001, 3.9315633E-001, 1.0000000E+000
 3.0000695E+001, 4.1331872E-001, 4.1331872E-001, 1.0000000E+000
 3.1003988E+001, 4.2792379E-001, 4.2792379E-001, 1.0000000E+000
